Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Honduras,HN,HND,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.121,-0.21,-0.255,-0.035,-0.084,0.011,-0.307,-0.343,0.223,-0.131,-0.102,0.336,0.57,-0.276,0.122,-0.184,0.416,0.304,0.472,0.513,0.187,0.595,0.663,0.147,0.172,0.164,0.501,0.67,0.321,0.368,0.594,0.579,0.318,0.852,1.002,0.223,0.961,1.194,0.471,0.219,0.442,0.826,0.805,0.617,1.03,0.687,0.807,0.605,0.86,0.836,0.701,0.682,0.928,0.765,1.223,1.482,1.103,0.88,1.294,1.785,1.227,0.945,1.734
